target,selection_view,family,family_label,n_features,model,EN_test_pr,EN_test_f1,EN_test_f1_binary,EN_test_roc,UA_test_pr,UA_test_f1,UA_test_f1_binary,UA_test_roc
Depression_label,best_en,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,82,logreg_l2_liblinear_C0.02_bal,0.7290024732412276,0.7888386123680242,0.7058823529411765,0.7873303167420815,0.7135738693311233,0.7375,0.625,0.7722473604826546
Depression_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,82,logreg_l2_liblinear_C0.02_bal,0.7290024732412276,0.7888386123680242,0.7058823529411765,0.7873303167420815,0.7135738693311233,0.7375,0.625,0.7722473604826546
PTSD_label,best_en,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,82,logreg_l2_liblinear_C0.005_cwpos3.2,0.7439755267542281,0.7213930348258707,0.6666666666666666,0.8068027210884353,0.7543124575887936,0.7213930348258707,0.6666666666666666,0.8136054421768707
PTSD_label,best_ua,B0_rho05_vaderfull,B0: rho>0.5 + full VADER hist,82,logreg_l2_liblinear_C0.005_cwpos3.2,0.7439755267542281,0.7213930348258707,0.6666666666666666,0.8068027210884353,0.7543124575887936,0.7213930348258707,0.6666666666666666,0.8136054421768707
