target,mode,baseline_family,model_family,model,C,class_weight_name,baseline_feature_count,remaining_feature_count,removed_feature_count,removed_features,mean_oof_pr,std_oof_pr,mean_oof_f1,std_oof_f1,mean_oof_f1_binary,mean_oof_roc,threshold,threshold_rule,config_key,mean_combo,std_sum,min_mean_metric,selection_rule_en,EN_test_pr,EN_test_f1,EN_test_f1_binary,EN_test_accuracy,EN_test_roc,UA_test_pr,UA_test_f1,UA_test_f1_binary,UA_test_accuracy,UA_test_roc,delta_pr_ua_minus_en,delta_f1_ua_minus_en,delta_f1_binary_ua_minus_en,retention_pr_ratio,retention_f1_ratio,test_score_spearman_en_vs_ua,test_score_pearson_en_vs_ua,test_same_label_rate_en_vs_ua
Depression_label,drop_proxy_plus_copied_structure,B0_rho05_vaderfull,logreg_l2_liblinear,logreg_l2_liblinear_C0.01_bal,0.01,bal,82,64,18,speech_length_words;words_per_min;syllables_per_min;mean_pre_word_pause;mean_pause_variability;speech_length_minutes;speech_percentage;num_turns;num_phrases;num_one_word_phrases;num_one_word_turns;mean_turn_length_minutes;mean_turn_length_words;mean_phrases_per_turn;mean_pre_turn_pause;speaker_percentage;num_interrupts;participant_utterance_count,0.3876866159211278,0.0097227652864001,0.6317972008515583,0.007742600657147,0.4394851360076043,0.7282112845138056,0.514318675985703,macro_f1 on repeated_oof_avg (5x10),74fc5971a0cccd4858a79dead116cc673f935171,0.509741908386343,0.0174653659435471,0.3876866159211278,"OOF only: mean_combo within 0.001 of best, then macro_f1 desc, std_sum asc, pr desc, C asc",0.719176545483247,0.7714285714285715,0.6857142857142857,0.8035714285714286,0.7858220211161387,0.7303829355985656,0.7375,0.625,0.7857142857142857,0.7782805429864253,0.0112063901153185,-0.0339285714285714,-0.0607142857142857,1.0155822519320183,0.9560185185185184,0.9349282296650718,0.9463184761056576,0.9464285714285714
PTSD_label,drop_proxy_plus_copied_structure,B0_rho05_vaderfull,logreg_l2_liblinear,logreg_l2_liblinear_C0.005_cwpos2.8,0.005,cwpos2.8,82,64,18,speech_length_words;words_per_min;syllables_per_min;mean_pre_word_pause;mean_pause_variability;speech_length_minutes;speech_percentage;num_turns;num_phrases;num_one_word_phrases;num_one_word_turns;mean_turn_length_minutes;mean_turn_length_words;mean_phrases_per_turn;mean_pre_turn_pause;speaker_percentage;num_interrupts;participant_utterance_count,0.5213220314663903,0.0108861847063667,0.6851312541837651,0.0099241683614513,0.5877481360350193,0.7494652406417113,0.5439855920166834,macro_f1 on repeated_oof_avg (5x10),38fcd20fbcefbf34726d2bd69be264a23aaf350e,0.6032266428250777,0.020810353067818,0.5213220314663903,"OOF only: mean_combo within 0.001 of best, then macro_f1 desc, std_sum asc, pr desc, C asc",0.7373572862360475,0.7168857431749242,0.6511627906976744,0.7321428571428571,0.8013605442176871,0.754866421141206,0.7114393679148059,0.6341463414634146,0.7321428571428571,0.8054421768707483,0.0175091349051584,-0.0054463752601182,-0.0170164492342597,1.0237457949246511,0.9924027290095108,0.9386876281613123,0.9514346408890324,0.9285714285714286
