target,feature_group,family,model,preproc,n_features,mean_oof_pr,std_oof_pr,mean_oof_f1,std_oof_f1,mean_oof_f1_binary,mean_oof_roc,threshold,threshold_rule,official_test_pr,official_test_f1,official_test_f1_binary,official_test_accuracy,official_test_roc,config_key,config_json,mean_combo,min_mean_metric,std_sum,test_combo,min_test_metric,prediction_csv,selection_status,qualifies_balance_gate
Depression_label,stable_rho_gt_05__full_vader_hist,logreg_l2_liblinear,logreg_l2_liblinear_C0.02_bal,simple_005_995_maxabs,82,0.37952748474449327,0.012315149982832237,0.6279188613988079,0.008158711027114152,0.42748990251159524,0.7202400960384153,0.5320324848487864,macro_f1 on repeated_oof_avg (5x10),0.7290024732412276,0.7888386123680242,0.7058823529411765,0.8214285714285714,0.7873303167420815,2fbd4f558a75ea73f3ba51cbb49bb8bd74bd9909,"{""feature_columns"": [""first_order_sentence_tangeniality_mean"", ""first_order_sentence_tangeniality_var"", ""first_person_percentage"", ""first_person_sentiment_negative"", ""first_person_sentiment_negative_vader"", ""first_person_sentiment_overall"", ""first_person_sentiment_overall_vader"", ""first_person_sentiment_positive"", ""first_person_sentiment_positive_vader"", ""mattr_10"", ""mattr_100"", ""mattr_25"", ""mattr_5"", ""mattr_50"", ""mean_pause_variability"", ""mean_phrases_per_turn"", ""mean_pre_turn_pause"", ""mean_pre_word_pause"", ""mean_turn_length_minutes"", ""mean_turn_length_words"", ""num_interrupts"", ""num_one_word_phrases"", ""num_one_word_turns"", ""num_phrases"", ""num_turns"", ""participant_utterance_count"", ""phrase_repeat_percentage"", ""prop_function_words"", ""prop_verb_past"", ""second_order_sentence_tangeniality_mean"", ""second_order_sentence_tangeniality_var"", ""semantic_perplexity_mean"", ""semantic_perplexity_var"", ""sentiment_neg"", ""sentiment_neu"", ""sentiment_overall"", ""sentiment_pos"", ""sentiment_vader_neg"", ""sentiment_vader_neu"", ""sentiment_vader_overall"", ""sentiment_vader_pos"", ""speaker_percentage"", ""speech_length_minutes"", ""speech_length_words"", ""speech_percentage"", ""syllables_per_min"", ""turn_to_previous_speaker_turn_similarity_mean"", ""turn_to_previous_speaker_turn_similarity_slope"", ""turn_to_previous_speaker_turn_similarity_var"", ""turn_to_turn_tangeniality_mean"", ""turn_to_turn_tangeniality_slope"", ""turn_to_turn_tangeniality_var"", ""vader_hist_bin_01"", ""vader_hist_bin_02"", ""vader_hist_bin_03"", ""vader_hist_bin_04"", ""vader_hist_bin_05"", ""vader_hist_bin_06"", ""vader_hist_bin_07"", ""vader_hist_bin_08"", ""vader_hist_bin_09"", ""vader_hist_bin_10"", ""vader_hist_bin_11"", ""vader_hist_bin_12"", ""vader_hist_bin_13"", ""vader_hist_bin_14"", ""vader_hist_bin_15"", ""vader_hist_bin_16"", ""vader_hist_bin_17"", ""vader_hist_bin_18"", ""vader_hist_bin_19"", ""vader_hist_bin_20"", ""vader_hist_bin_21"", ""vader_hist_bin_22"", ""vader_hist_bin_23"", ""vader_hist_entropy"", ""vader_neg_tail_mass"", ""vader_neutral_mass"", ""vader_pos_tail_mass"", ""word_coherence_mean"", ""word_repeat_percentage"", ""words_per_min""], ""feature_group"": ""stable_rho_gt_05__full_vader_hist"", ""model"": {""family"": ""logreg_l2_liblinear"", ""kind"": ""logreg"", ""name"": ""logreg_l2_liblinear_C0.02_bal"", ""params"": {""C"": 0.02, ""class_weight"": ""balanced"", ""max_iter"": 12000, ""penalty"": ""l2"", ""solver"": ""liblinear""}}, ""preproc"": {""add_missing_indicators"": false, ""clip_high"": 0.995, ""clip_low"": 0.005, ""family"": ""simple"", ""log_perplexity"": true, ""name"": ""simple_005_995_maxabs"", ""scaler"": ""maxabs""}, ""script_version"": ""3_4_2026_expanded_stable05_full_vader_model_family_sweep_v1"", ""target"": ""Depression_label""}",0.5037231730716506,0.37952748474449327,0.020473861009946387,0.758920542804626,0.7290024732412276,/Users/poluidol/Documents/work/airest/airest_perp_research/data_analysis/tmp/model_search_3_4_2026_expanded_stable05_full_vader_model_family_sweep/predictions/pred_Depression_label_2fbd4f558a75ea73f3ba51cbb49bb8bd74bd9909.csv,meets_thresholds,True
PTSD_label,stable_rho_gt_05__full_vader_hist,logreg_l2_liblinear,logreg_l2_liblinear_C0.005_cwpos3.2,simple_005_995_maxabs,82,0.5241026403639188,0.011328676783668317,0.6824197531007876,0.012375964618223314,0.5832388955109539,0.7395919984155277,0.5720423927420021,macro_f1 on repeated_oof_avg (5x10),0.7439755267542281,0.7213930348258707,0.6666666666666666,0.7321428571428571,0.8068027210884353,3f285a43f199327be7c8fdac4141520d1241b5ce,"{""feature_columns"": [""first_order_sentence_tangeniality_mean"", ""first_order_sentence_tangeniality_var"", ""first_person_percentage"", ""first_person_sentiment_negative"", ""first_person_sentiment_negative_vader"", ""first_person_sentiment_overall"", ""first_person_sentiment_overall_vader"", ""first_person_sentiment_positive"", ""first_person_sentiment_positive_vader"", ""mattr_10"", ""mattr_100"", ""mattr_25"", ""mattr_5"", ""mattr_50"", ""mean_pause_variability"", ""mean_phrases_per_turn"", ""mean_pre_turn_pause"", ""mean_pre_word_pause"", ""mean_turn_length_minutes"", ""mean_turn_length_words"", ""num_interrupts"", ""num_one_word_phrases"", ""num_one_word_turns"", ""num_phrases"", ""num_turns"", ""participant_utterance_count"", ""phrase_repeat_percentage"", ""prop_function_words"", ""prop_verb_past"", ""second_order_sentence_tangeniality_mean"", ""second_order_sentence_tangeniality_var"", ""semantic_perplexity_mean"", ""semantic_perplexity_var"", ""sentiment_neg"", ""sentiment_neu"", ""sentiment_overall"", ""sentiment_pos"", ""sentiment_vader_neg"", ""sentiment_vader_neu"", ""sentiment_vader_overall"", ""sentiment_vader_pos"", ""speaker_percentage"", ""speech_length_minutes"", ""speech_length_words"", ""speech_percentage"", ""syllables_per_min"", ""turn_to_previous_speaker_turn_similarity_mean"", ""turn_to_previous_speaker_turn_similarity_slope"", ""turn_to_previous_speaker_turn_similarity_var"", ""turn_to_turn_tangeniality_mean"", ""turn_to_turn_tangeniality_slope"", ""turn_to_turn_tangeniality_var"", ""vader_hist_bin_01"", ""vader_hist_bin_02"", ""vader_hist_bin_03"", ""vader_hist_bin_04"", ""vader_hist_bin_05"", ""vader_hist_bin_06"", ""vader_hist_bin_07"", ""vader_hist_bin_08"", ""vader_hist_bin_09"", ""vader_hist_bin_10"", ""vader_hist_bin_11"", ""vader_hist_bin_12"", ""vader_hist_bin_13"", ""vader_hist_bin_14"", ""vader_hist_bin_15"", ""vader_hist_bin_16"", ""vader_hist_bin_17"", ""vader_hist_bin_18"", ""vader_hist_bin_19"", ""vader_hist_bin_20"", ""vader_hist_bin_21"", ""vader_hist_bin_22"", ""vader_hist_bin_23"", ""vader_hist_entropy"", ""vader_neg_tail_mass"", ""vader_neutral_mass"", ""vader_pos_tail_mass"", ""word_coherence_mean"", ""word_repeat_percentage"", ""words_per_min""], ""feature_group"": ""stable_rho_gt_05__full_vader_hist"", ""model"": {""family"": ""logreg_l2_liblinear"", ""kind"": ""logreg"", ""name"": ""logreg_l2_liblinear_C0.005_cwpos3.2"", ""params"": {""C"": 0.005, ""class_weight"": {""0"": 1.0, ""1"": 3.2}, ""max_iter"": 12000, ""penalty"": ""l2"", ""solver"": ""liblinear""}}, ""preproc"": {""add_missing_indicators"": false, ""clip_high"": 0.995, ""clip_low"": 0.005, ""family"": ""simple"", ""log_perplexity"": true, ""name"": ""simple_005_995_maxabs"", ""scaler"": ""maxabs""}, ""script_version"": ""3_4_2026_expanded_stable05_full_vader_model_family_sweep_v1"", ""target"": ""PTSD_label""}",0.6032611967323532,0.5241026403639188,0.02370464140189163,0.7326842807900493,0.7213930348258707,/Users/poluidol/Documents/work/airest/airest_perp_research/data_analysis/tmp/model_search_3_4_2026_expanded_stable05_full_vader_model_family_sweep/predictions/pred_PTSD_label_3f285a43f199327be7c8fdac4141520d1241b5ce.csv,meets_thresholds,True
