target,condition,strict_leakage_pct_words,broad_leakage_pct_words,test_pr_auc,delta_test_pr_auc_vs_cleaned,test_f1_macro,delta_test_f1_macro_vs_cleaned,test_roc_auc,delta_test_roc_auc_vs_cleaned
Depression,original_proxy,9.742945782242575,15.585758605407,0.5993827410738878,0.1648301706971991,0.6621417797888386,0.0263694220652613,0.7390648567119155,0.0754147812971341
Depression,raw_participant_speaker,10.737482377132444,12.106679143759504,0.480259183136619,0.0457066127599303,0.6467532467532469,0.0109808890296696,0.6757164404223228,0.0120663650075415
Depression,cleaned_participant_only,2.0994908481131627,3.49982757804629,0.4345525703766886,0.0,0.6357723577235772,0.0,0.6636500754147813,0.0
PTSD,original_proxy,9.742945782242575,15.585758605407,0.7094576885982017,0.0627112798397541,0.6248803827751197,-0.03485738505347,0.7986394557823129,0.0190476190476189
PTSD,raw_participant_speaker,10.737482377132444,12.106679143759504,0.6994074598408201,0.0526610510823725,0.6785714285714285,0.0188336607428387,0.8244897959183675,0.0448979591836735
PTSD,cleaned_participant_only,2.0994908481131627,3.49982757804629,0.6467464087584476,0.0,0.6597377678285897,0.0,0.7795918367346939,0.0
